"Invoice Name","Total Currency","Total","Account Name","Price Book: Price Book Name","Invoice Date","Product: Product Name"
"Invoice - 00115710","USD","400.00","Audi Escondido","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00118841","USD","2500.00","Audi Escondido","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099588","USD","360.00","Audi Mentor","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099588","USD","-360.00","Audi Mentor","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099588","USD","-400.00","Audi Mentor","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099588","USD","400.00","Audi Mentor","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00101674","USD","360.00","Audi Mentor","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101674","USD","-360.00","Audi Mentor","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101674","USD","-400.00","Audi Mentor","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101674","USD","400.00","Audi Mentor","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00102859","USD","360.00","Audi Mentor","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00102859","USD","-360.00","Audi Mentor","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00102859","USD","-400.00","Audi Mentor","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00102859","USD","400.00","Audi Mentor","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00105086","USD","360.00","Audi Mentor","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105086","USD","-360.00","Audi Mentor","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105086","USD","-400.00","Audi Mentor","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105086","USD","400.00","Audi Mentor","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00107350","USD","360.00","Audi Mentor","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00107350","USD","-360.00","Audi Mentor","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00107350","USD","-400.00","Audi Mentor","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00107350","USD","400.00","Audi Mentor","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00108823","USD","360.00","Audi Mentor","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00108823","USD","-360.00","Audi Mentor","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00108823","USD","-400.00","Audi Mentor","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00108823","USD","400.00","Audi Mentor","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00110896","USD","360.00","Audi Mentor","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00110896","USD","-360.00","Audi Mentor","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00110896","USD","-400.00","Audi Mentor","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00110896","USD","400.00","Audi Mentor","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00113435","USD","360.00","Audi Mentor","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113435","USD","-360.00","Audi Mentor","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113435","USD","-400.00","Audi Mentor","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113435","USD","400.00","Audi Mentor","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00115846","USD","360.00","Audi Mentor","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115846","USD","-360.00","Audi Mentor","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115846","USD","-400.00","Audi Mentor","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115846","USD","400.00","Audi Mentor","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00119265","USD","360.00","Audi Mentor","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00098846","USD","960.00","Audi North OC","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00098846","USD","-483.20","Audi North OC","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00098846","USD","-400.00","Audi North OC","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00098846","USD","-241.60","Audi North OC","Dealerware+ Audi","1/31/2025","CVP Program Toll Management"
"Invoice - 00098846","USD","400.00","Audi North OC","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00098846","USD","220.53","Audi North OC","Dealerware+ Audi","1/31/2025","Toll Charges Incurred"
"Invoice - 00098846","USD","390.00","Audi North OC","Dealerware+ Audi","1/31/2025","Toll Management Solutions"
"Invoice - 00101533","USD","960.00","Audi North OC","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101533","USD","-500.00","Audi North OC","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101533","USD","-400.00","Audi North OC","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101533","USD","-250.00","Audi North OC","Dealerware+ Audi","2/28/2025","CVP Program Toll Management"
"Invoice - 00101533","USD","400.00","Audi North OC","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101533","USD","233.29","Audi North OC","Dealerware+ Audi","2/28/2025","Toll Charges Incurred"
"Invoice - 00101533","USD","370.00","Audi North OC","Dealerware+ Audi","2/28/2025","Toll Management Solutions"
"Invoice - 00102670","USD","960.00","Audi North OC","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00102670","USD","-611.40","Audi North OC","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00102670","USD","-400.00","Audi North OC","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00102670","USD","-305.70","Audi North OC","Dealerware+ Audi","3/31/2025","CVP Program Toll Management"
"Invoice - 00102670","USD","400.00","Audi North OC","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00102670","USD","225.89","Audi North OC","Dealerware+ Audi","3/31/2025","Toll Charges Incurred"
"Invoice - 00102670","USD","350.00","Audi North OC","Dealerware+ Audi","3/31/2025","Toll Management Solutions"
"Invoice - 00104583","USD","960.00","Audi North OC","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00104583","USD","-600.00","Audi North OC","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00104583","USD","-400.00","Audi North OC","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00104583","USD","-300.00","Audi North OC","Dealerware+ Audi","4/30/2025","CVP Program Toll Management"
"Invoice - 00104583","USD","400.00","Audi North OC","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00104583","USD","271.68","Audi North OC","Dealerware+ Audi","4/30/2025","Toll Charges Incurred"
"Invoice - 00104583","USD","320.00","Audi North OC","Dealerware+ Audi","4/30/2025","Toll Management Solutions"
"Invoice - 00106497","USD","960.00","Audi North OC","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00106497","USD","-600.00","Audi North OC","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00106497","USD","-400.00","Audi North OC","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00106497","USD","-300.00","Audi North OC","Dealerware+ Audi","5/31/2025","CVP Program Toll Management"
"Invoice - 00106497","USD","400.00","Audi North OC","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00106497","USD","316.08","Audi North OC","Dealerware+ Audi","5/31/2025","Toll Charges Incurred"
"Invoice - 00106497","USD","310.00","Audi North OC","Dealerware+ Audi","5/31/2025","Toll Management Solutions"
"Invoice - 00109500","USD","960.00","Audi North OC","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109500","USD","-720.00","Audi North OC","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109500","USD","-400.00","Audi North OC","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109500","USD","-320.00","Audi North OC","Dealerware+ Audi","6/30/2025","CVP Program Toll Management"
"Invoice - 00109500","USD","400.00","Audi North OC","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109500","USD","321.35","Audi North OC","Dealerware+ Audi","6/30/2025","Toll Charges Incurred"
"Invoice - 00109500","USD","320.00","Audi North OC","Dealerware+ Audi","6/30/2025","Toll Management Solutions"
"Invoice - 00111111","USD","960.00","Audi North OC","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111111","USD","-856.00","Audi North OC","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111111","USD","-400.00","Audi North OC","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111111","USD","-370.00","Audi North OC","Dealerware+ Audi","7/31/2025","CVP Program Toll Management"
"Invoice - 00111111","USD","400.00","Audi North OC","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111111","USD","304.68","Audi North OC","Dealerware+ Audi","7/31/2025","Toll Charges Incurred"
"Invoice - 00111111","USD","370.00","Audi North OC","Dealerware+ Audi","7/31/2025","Toll Management Solutions"
"Invoice - 00113640","USD","960.00","Audi North OC","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113640","USD","-920.00","Audi North OC","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113640","USD","-400.00","Audi North OC","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113640","USD","-320.00","Audi North OC","Dealerware+ Audi","8/31/2025","CVP Program Toll Management"
"Invoice - 00113640","USD","400.00","Audi North OC","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00113640","USD","370.28","Audi North OC","Dealerware+ Audi","8/31/2025","Toll Charges Incurred"
"Invoice - 00113640","USD","320.00","Audi North OC","Dealerware+ Audi","8/31/2025","Toll Management Solutions"
"Invoice - 00115138","USD","960.00","Audi North OC","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115138","USD","-920.00","Audi North OC","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115138","USD","-400.00","Audi North OC","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115138","USD","-320.00","Audi North OC","Dealerware+ Audi","9/30/2025","CVP Program Toll Management"
"Invoice - 00115138","USD","400.00","Audi North OC","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00115138","USD","285.26","Audi North OC","Dealerware+ Audi","9/30/2025","Toll Charges Incurred"
"Invoice - 00115138","USD","320.00","Audi North OC","Dealerware+ Audi","9/30/2025","Toll Management Solutions"
"Invoice - 00119042","USD","960.00","Audi North OC","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099304","USD","4120.00","Audi North Scottsdale","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099304","USD","-2374.20","Audi North Scottsdale","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099304","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099304","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00101384","USD","4120.00","Audi North Scottsdale","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101384","USD","-2667.40","Audi North Scottsdale","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101384","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101384","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00103360","USD","4120.00","Audi North Scottsdale","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103360","USD","-2857.20","Audi North Scottsdale","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103360","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103360","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00105321","USD","4120.00","Audi North Scottsdale","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105321","USD","-2676.60","Audi North Scottsdale","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105321","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105321","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00107514","USD","4120.00","Audi North Scottsdale","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00107514","USD","-2701.20","Audi North Scottsdale","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00107514","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00107514","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00109334","USD","4120.00","Audi North Scottsdale","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109334","USD","-150.00","Audi North Scottsdale","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109334","USD","-2981.00","Audi North Scottsdale","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109334","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109334","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00111420","USD","3820.00","Audi North Scottsdale","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111420","USD","-3145.20","Audi North Scottsdale","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111420","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111420","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00113111","USD","3820.00","Audi North Scottsdale","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113111","USD","-3408.20","Audi North Scottsdale","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113111","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113111","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00115713","USD","3820.00","Audi North Scottsdale","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115713","USD","-3433.80","Audi North Scottsdale","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115713","USD","-400.00","Audi North Scottsdale","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115713","USD","400.00","Audi North Scottsdale","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00118844","USD","3820.00","Audi North Scottsdale","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099233","USD","1340.00","Audi of Fairfield","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099233","USD","-1340.00","Audi of Fairfield","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099233","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099233","USD","-680.00","Audi of Fairfield","Dealerware+ Audi","1/31/2025","CVP Program Toll Management"
"Invoice - 00099233","USD","400.00","Audi of Fairfield","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00099233","USD","579.14","Audi of Fairfield","Dealerware+ Audi","1/31/2025","Toll Charges Incurred"
"Invoice - 00099233","USD","680.00","Audi of Fairfield","Dealerware+ Audi","1/31/2025","Toll Management Solutions"
"Invoice - 00101313","USD","1340.00","Audi of Fairfield","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101313","USD","-1340.00","Audi of Fairfield","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101313","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101313","USD","-650.00","Audi of Fairfield","Dealerware+ Audi","2/28/2025","CVP Program Toll Management"
"Invoice - 00101313","USD","400.00","Audi of Fairfield","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101313","USD","782.01","Audi of Fairfield","Dealerware+ Audi","2/28/2025","Toll Charges Incurred"
"Invoice - 00101313","USD","650.00","Audi of Fairfield","Dealerware+ Audi","2/28/2025","Toll Management Solutions"
"Invoice - 00103293","USD","1340.00","Audi of Fairfield","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103293","USD","-1340.00","Audi of Fairfield","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103293","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103293","USD","-640.00","Audi of Fairfield","Dealerware+ Audi","3/31/2025","CVP Program Toll Management"
"Invoice - 00103293","USD","400.00","Audi of Fairfield","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00103293","USD","790.47","Audi of Fairfield","Dealerware+ Audi","3/31/2025","Toll Charges Incurred"
"Invoice - 00103293","USD","640.00","Audi of Fairfield","Dealerware+ Audi","3/31/2025","Toll Management Solutions"
"Invoice - 00105254","USD","1340.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105254","USD","64.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105254","USD","-1404.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105254","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105254","USD","-630.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","CVP Program Toll Management"
"Invoice - 00105254","USD","400.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00105254","USD","514.30","Audi of Fairfield","Dealerware+ Audi","4/30/2025","Toll Charges Incurred"
"Invoice - 00105254","USD","630.00","Audi of Fairfield","Dealerware+ Audi","4/30/2025","Toll Management Solutions"
"Invoice - 00107451","USD","1460.00","Audi of Fairfield","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00107451","USD","-1460.00","Audi of Fairfield","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00107451","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00107451","USD","-590.00","Audi of Fairfield","Dealerware+ Audi","5/31/2025","CVP Program Toll Management"
"Invoice - 00107451","USD","400.00","Audi of Fairfield","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00107451","USD","906.72","Audi of Fairfield","Dealerware+ Audi","5/31/2025","Toll Charges Incurred"
"Invoice - 00107451","USD","590.00","Audi of Fairfield","Dealerware+ Audi","5/31/2025","Toll Management Solutions"
"Invoice - 00109269","USD","1460.00","Audi of Fairfield","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109269","USD","-1460.00","Audi of Fairfield","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109269","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109269","USD","-610.00","Audi of Fairfield","Dealerware+ Audi","6/30/2025","CVP Program Toll Management"
"Invoice - 00109269","USD","400.00","Audi of Fairfield","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109269","USD","836.20","Audi of Fairfield","Dealerware+ Audi","6/30/2025","Toll Charges Incurred"
"Invoice - 00109269","USD","610.00","Audi of Fairfield","Dealerware+ Audi","6/30/2025","Toll Management Solutions"
"Invoice - 00111353","USD","1460.00","Audi of Fairfield","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111353","USD","-1460.00","Audi of Fairfield","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111353","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111353","USD","-630.00","Audi of Fairfield","Dealerware+ Audi","7/31/2025","CVP Program Toll Management"
"Invoice - 00111353","USD","400.00","Audi of Fairfield","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111353","USD","1070.93","Audi of Fairfield","Dealerware+ Audi","7/31/2025","Toll Charges Incurred"
"Invoice - 00111353","USD","630.00","Audi of Fairfield","Dealerware+ Audi","7/31/2025","Toll Management Solutions"
"Invoice - 00113528","USD","1460.00","Audi of Fairfield","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113528","USD","-1460.00","Audi of Fairfield","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113528","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113528","USD","-630.00","Audi of Fairfield","Dealerware+ Audi","8/31/2025","CVP Program Toll Management"
"Invoice - 00113528","USD","400.00","Audi of Fairfield","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00113528","USD","964.30","Audi of Fairfield","Dealerware+ Audi","8/31/2025","Toll Charges Incurred"
"Invoice - 00113528","USD","630.00","Audi of Fairfield","Dealerware+ Audi","8/31/2025","Toll Management Solutions"
"Invoice - 00115947","USD","1660.00","Audi of Fairfield","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115947","USD","-1660.00","Audi of Fairfield","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115947","USD","-400.00","Audi of Fairfield","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115947","USD","-630.00","Audi of Fairfield","Dealerware+ Audi","9/30/2025","CVP Program Toll Management"
"Invoice - 00115947","USD","400.00","Audi of Fairfield","Dealerware+ Audi","9/30/2025","Fleet Management"
"Invoice - 00115947","USD","903.85","Audi of Fairfield","Dealerware+ Audi","9/30/2025","Toll Charges Incurred"
"Invoice - 00115947","USD","630.00","Audi of Fairfield","Dealerware+ Audi","9/30/2025","Toll Management Solutions"
"Invoice - 00119366","USD","1660.00","Audi of Fairfield","Dealerware+ Audi","10/31/2025","Connected Car Solutions"
"Invoice - 00099307","USD","5100.00","Audi San Jose","Dealerware+ Audi","1/31/2025","Connected Car Solutions"
"Invoice - 00099307","USD","-1717.40","Audi San Jose","Dealerware+ Audi","1/31/2025","CVP Program CCD"
"Invoice - 00099307","USD","-400.00","Audi San Jose","Dealerware+ Audi","1/31/2025","CVP Program FM"
"Invoice - 00099307","USD","400.00","Audi San Jose","Dealerware+ Audi","1/31/2025","Fleet Management"
"Invoice - 00099307","USD","0.00","Audi San Jose","Dealerware+ Audi","1/31/2025","Scheduler"
"Invoice - 00101387","USD","5100.00","Audi San Jose","Dealerware+ Audi","2/28/2025","Connected Car Solutions"
"Invoice - 00101387","USD","-1919.40","Audi San Jose","Dealerware+ Audi","2/28/2025","CVP Program CCD"
"Invoice - 00101387","USD","-400.00","Audi San Jose","Dealerware+ Audi","2/28/2025","CVP Program FM"
"Invoice - 00101387","USD","400.00","Audi San Jose","Dealerware+ Audi","2/28/2025","Fleet Management"
"Invoice - 00101387","USD","0.00","Audi San Jose","Dealerware+ Audi","2/28/2025","Scheduler"
"Invoice - 00103363","USD","5100.00","Audi San Jose","Dealerware+ Audi","3/31/2025","Connected Car Solutions"
"Invoice - 00103363","USD","-2253.00","Audi San Jose","Dealerware+ Audi","3/31/2025","CVP Program CCD"
"Invoice - 00103363","USD","-400.00","Audi San Jose","Dealerware+ Audi","3/31/2025","CVP Program FM"
"Invoice - 00103363","USD","400.00","Audi San Jose","Dealerware+ Audi","3/31/2025","Fleet Management"
"Invoice - 00103363","USD","0.00","Audi San Jose","Dealerware+ Audi","3/31/2025","Scheduler"
"Invoice - 00105324","USD","5100.00","Audi San Jose","Dealerware+ Audi","4/30/2025","Connected Car Solutions"
"Invoice - 00105324","USD","-2024.80","Audi San Jose","Dealerware+ Audi","4/30/2025","CVP Program CCD"
"Invoice - 00105324","USD","-400.00","Audi San Jose","Dealerware+ Audi","4/30/2025","CVP Program FM"
"Invoice - 00105324","USD","400.00","Audi San Jose","Dealerware+ Audi","4/30/2025","Fleet Management"
"Invoice - 00105324","USD","0.00","Audi San Jose","Dealerware+ Audi","4/30/2025","Scheduler"
"Invoice - 00106766","USD","5100.00","Audi San Jose","Dealerware+ Audi","5/31/2025","Connected Car Solutions"
"Invoice - 00106766","USD","-2446.60","Audi San Jose","Dealerware+ Audi","5/31/2025","CVP Program CCD"
"Invoice - 00106766","USD","-400.00","Audi San Jose","Dealerware+ Audi","5/31/2025","CVP Program FM"
"Invoice - 00106766","USD","400.00","Audi San Jose","Dealerware+ Audi","5/31/2025","Fleet Management"
"Invoice - 00106766","USD","0.00","Audi San Jose","Dealerware+ Audi","5/31/2025","Scheduler"
"Invoice - 00109337","USD","5100.00","Audi San Jose","Dealerware+ Audi","6/30/2025","Connected Car Solutions"
"Invoice - 00109337","USD","-3048.60","Audi San Jose","Dealerware+ Audi","6/30/2025","CVP Program CCD"
"Invoice - 00109337","USD","-400.00","Audi San Jose","Dealerware+ Audi","6/30/2025","CVP Program FM"
"Invoice - 00109337","USD","400.00","Audi San Jose","Dealerware+ Audi","6/30/2025","Fleet Management"
"Invoice - 00109337","USD","0.00","Audi San Jose","Dealerware+ Audi","6/30/2025","Scheduler"
"Invoice - 00111422","USD","5100.00","Audi San Jose","Dealerware+ Audi","7/31/2025","Connected Car Solutions"
"Invoice - 00111422","USD","-3044.80","Audi San Jose","Dealerware+ Audi","7/31/2025","CVP Program CCD"
"Invoice - 00111422","USD","-400.00","Audi San Jose","Dealerware+ Audi","7/31/2025","CVP Program FM"
"Invoice - 00111422","USD","400.00","Audi San Jose","Dealerware+ Audi","7/31/2025","Fleet Management"
"Invoice - 00111422","USD","0.00","Audi San Jose","Dealerware+ Audi","7/31/2025","Scheduler"
"Invoice - 00113114","USD","5100.00","Audi San Jose","Dealerware+ Audi","8/31/2025","Connected Car Solutions"
"Invoice - 00113114","USD","-3169.60","Audi San Jose","Dealerware+ Audi","8/31/2025","CVP Program CCD"
"Invoice - 00113114","USD","-400.00","Audi San Jose","Dealerware+ Audi","8/31/2025","CVP Program FM"
"Invoice - 00113114","USD","-772.26","Audi San Jose","Dealerware+ Audi","8/31/2025","CVP Program Toll Management"
"Invoice - 00113114","USD","400.00","Audi San Jose","Dealerware+ Audi","8/31/2025","Fleet Management"
"Invoice - 00113114","USD","0.00","Audi San Jose","Dealerware+ Audi","8/31/2025","Scheduler"
"Invoice - 00113114","USD","772.26","Audi San Jose","Dealerware+ Audi","8/31/2025","Toll Management Solutions"
"Invoice - 00115717","USD","5100.00","Audi San Jose","Dealerware+ Audi","9/30/2025","Connected Car Solutions"
"Invoice - 00115717","USD","-3373.20","Audi San Jose","Dealerware+ Audi","9/30/2025","CVP Program CCD"
"Invoice - 00115717","USD","-400.00","Audi San Jose","Dealerware+ Audi","9/30/2025","CVP Program FM"
"Invoice - 00115717","USD","-1686.60","Audi San Jose","Dealerware+ Audi","9/30/2025","CVP Program Toll Management"
